array_type,size,algorithm,threshold,time_ms
random,51200,hybrid,50,22746
reversed,51200,hybrid,50,23242
almost_sorted,51200,hybrid,50,11543
random,51300,standard,0,73645
reversed,51300,standard,0,67507
almost_sorted,51300,standard,0,68550
random,51300,hybrid,5,39388
reversed,51300,hybrid,5,32252
almost_sorted,51300,hybrid,5,30547
random,51300,hybrid,10,26828
reversed,51300,hybrid,10,22185
almost_sorted,51300,hybrid,10,21783
random,51300,hybrid,20,21919
reversed,51300,hybrid,20,16895
almost_sorted,51300,hybrid,20,16392
random,51300,hybrid,30,24281
reversed,51300,hybrid,30,16506
almost_sorted,51300,hybrid,30,18388
random,51300,hybrid,50,30653
reversed,51300,hybrid,50,21880
almost_sorted,51300,hybrid,50,14417
random,51400,standard,0,75207
reversed,51400,standard,0,78022
almost_sorted,51400,standard,0,68662
random,51400,hybrid,5,35572
reversed,51400,hybrid,5,29960
almost_sorted,51400,hybrid,5,31182
random,51400,hybrid,10,26390
reversed,51400,hybrid,10,21023
almost_sorted,51400,hybrid,10,21443
random,51400,hybrid,20,21912
reversed,51400,hybrid,20,17947
almost_sorted,51400,hybrid,20,17218
random,51400,hybrid,30,20787
reversed,51400,hybrid,30,20160
almost_sorted,51400,hybrid,30,23128
random,51400,hybrid,50,22553
reversed,51400,hybrid,50,19990
almost_sorted,51400,hybrid,50,11913
random,51500,standard,0,73885
reversed,51500,standard,0,68971
almost_sorted,51500,standard,0,71955
random,51500,hybrid,5,36638
reversed,51500,hybrid,5,30195
almost_sorted,51500,hybrid,5,30007
random,51500,hybrid,10,26439
reversed,51500,hybrid,10,21194
almost_sorted,51500,hybrid,10,23437
random,51500,hybrid,20,22330
reversed,51500,hybrid,20,17028
almost_sorted,51500,hybrid,20,16828
random,51500,hybrid,30,21697
reversed,51500,hybrid,30,16098
almost_sorted,51500,hybrid,30,13694
random,51500,hybrid,50,21659
reversed,51500,hybrid,50,20022
almost_sorted,51500,hybrid,50,12037
random,51600,standard,0,83129
reversed,51600,standard,0,77634
almost_sorted,51600,standard,0,66305
random,51600,hybrid,5,35302
reversed,51600,hybrid,5,29927
almost_sorted,51600,hybrid,5,30198
random,51600,hybrid,10,26581
reversed,51600,hybrid,10,21250
almost_sorted,51600,hybrid,10,22522
random,51600,hybrid,20,22090
reversed,51600,hybrid,20,17436
almost_sorted,51600,hybrid,20,21728
random,51600,hybrid,30,20892
reversed,51600,hybrid,30,15983
almost_sorted,51600,hybrid,30,13419
random,51600,hybrid,50,21815
reversed,51600,hybrid,50,20542
almost_sorted,51600,hybrid,50,12289
random,51700,standard,0,80345
reversed,51700,standard,0,71893
almost_sorted,51700,standard,0,71447
random,51700,hybrid,5,39179
reversed,51700,hybrid,5,30103
almost_sorted,51700,hybrid,5,35585
random,51700,hybrid,10,26735
reversed,51700,hybrid,10,21378
almost_sorted,51700,hybrid,10,21534
random,51700,hybrid,20,24163
reversed,51700,hybrid,20,17873
almost_sorted,51700,hybrid,20,17260
random,51700,hybrid,30,24145
reversed,51700,hybrid,30,18760
almost_sorted,51700,hybrid,30,18570
random,51700,hybrid,50,21828
reversed,51700,hybrid,50,18965
almost_sorted,51700,hybrid,50,12461
random,51800,standard,0,76186
reversed,51800,standard,0,71997
almost_sorted,51800,standard,0,67349
random,51800,hybrid,5,36434
reversed,51800,hybrid,5,30555
almost_sorted,51800,hybrid,5,30323
random,51800,hybrid,10,30370
reversed,51800,hybrid,10,22649
almost_sorted,51800,hybrid,10,24329
random,51800,hybrid,20,22314
reversed,51800,hybrid,20,17818
almost_sorted,51800,hybrid,20,16540
random,51800,hybrid,30,20325
reversed,51800,hybrid,30,15898
almost_sorted,51800,hybrid,30,14554
random,51800,hybrid,50,21410
reversed,51800,hybrid,50,18225
almost_sorted,51800,hybrid,50,14414
random,51900,standard,0,75178
reversed,51900,standard,0,68915
almost_sorted,51900,standard,0,75545
random,51900,hybrid,5,35500
reversed,51900,hybrid,5,30458
almost_sorted,51900,hybrid,5,30608
random,51900,hybrid,10,26704
reversed,51900,hybrid,10,23439
almost_sorted,51900,hybrid,10,23048
random,51900,hybrid,20,27167
reversed,51900,hybrid,20,16601
almost_sorted,51900,hybrid,20,16527
random,51900,hybrid,30,21773
reversed,51900,hybrid,30,16300
almost_sorted,51900,hybrid,30,13584
random,51900,hybrid,50,25338
reversed,51900,hybrid,50,17833
almost_sorted,51900,hybrid,50,12778
random,52000,standard,0,85948
reversed,52000,standard,0,67271
almost_sorted,52000,standard,0,67702
random,52000,hybrid,5,38646
reversed,52000,hybrid,5,31269
almost_sorted,52000,hybrid,5,30273
random,52000,hybrid,10,28384
reversed,52000,hybrid,10,21394
almost_sorted,52000,hybrid,10,21581
random,52000,hybrid,20,23449
reversed,52000,hybrid,20,16841
almost_sorted,52000,hybrid,20,16400
random,52000,hybrid,30,25005
reversed,52000,hybrid,30,16031
almost_sorted,52000,hybrid,30,13298
random,52000,hybrid,50,20974
reversed,52000,hybrid,50,17177
almost_sorted,52000,hybrid,50,12990
random,52100,standard,0,75671
reversed,52100,standard,0,77018
almost_sorted,52100,standard,0,72757
random,52100,hybrid,5,40298
reversed,52100,hybrid,5,33068
almost_sorted,52100,hybrid,5,38585
random,52100,hybrid,10,28191
reversed,52100,hybrid,10,21976
almost_sorted,52100,hybrid,10,21944
random,52100,hybrid,20,25038
reversed,52100,hybrid,20,17459
almost_sorted,52100,hybrid,20,16696
random,52100,hybrid,30,21234
reversed,52100,hybrid,30,16593
almost_sorted,52100,hybrid,30,14826
random,52100,hybrid,50,21437
reversed,52100,hybrid,50,18524
almost_sorted,52100,hybrid,50,13665
random,52200,standard,0,73666
reversed,52200,standard,0,71507
almost_sorted,52200,standard,0,73610
random,52200,hybrid,5,37362
reversed,52200,hybrid,5,31689
almost_sorted,52200,hybrid,5,30092
random,52200,hybrid,10,27030
reversed,52200,hybrid,10,26024
almost_sorted,52200,hybrid,10,21506
random,52200,hybrid,20,22479
reversed,52200,hybrid,20,17016
almost_sorted,52200,hybrid,20,16560
random,52200,hybrid,30,22190
reversed,52200,hybrid,30,16079
almost_sorted,52200,hybrid,30,13146
random,52200,hybrid,50,20589
reversed,52200,hybrid,50,19382
almost_sorted,52200,hybrid,50,13716
random,52300,standard,0,75923
reversed,52300,standard,0,75029
almost_sorted,52300,standard,0,79898
random,52300,hybrid,5,37293
reversed,52300,hybrid,5,32056
almost_sorted,52300,hybrid,5,31480
random,52300,hybrid,10,27003
reversed,52300,hybrid,10,22903
almost_sorted,52300,hybrid,10,21260
random,52300,hybrid,20,27441
reversed,52300,hybrid,20,18325
almost_sorted,52300,hybrid,20,16600
random,52300,hybrid,30,20780
reversed,52300,hybrid,30,16129
almost_sorted,52300,hybrid,30,13442
random,52300,hybrid,50,22380
reversed,52300,hybrid,50,16657
almost_sorted,52300,hybrid,50,13519
random,52400,standard,0,76129
reversed,52400,standard,0,68301
almost_sorted,52400,standard,0,74128
random,52400,hybrid,5,39481
reversed,52400,hybrid,5,31832
almost_sorted,52400,hybrid,5,30265
random,52400,hybrid,10,26634
reversed,52400,hybrid,10,24750
almost_sorted,52400,hybrid,10,21526
random,52400,hybrid,20,22297
reversed,52400,hybrid,20,16804
almost_sorted,52400,hybrid,20,16531
random,52400,hybrid,30,25277
reversed,52400,hybrid,30,16709
almost_sorted,52400,hybrid,30,15575
random,52400,hybrid,50,21430
reversed,52400,hybrid,50,16187
almost_sorted,52400,hybrid,50,13851
random,52500,standard,0,76751
reversed,52500,standard,0,79045
almost_sorted,52500,standard,0,69481
random,52500,hybrid,5,35796
reversed,52500,hybrid,5,30167
almost_sorted,52500,hybrid,5,39766
random,52500,hybrid,10,26882
reversed,52500,hybrid,10,21361
almost_sorted,52500,hybrid,10,21455
random,52500,hybrid,20,22380
reversed,52500,hybrid,20,17267
almost_sorted,52500,hybrid,20,18040
random,52500,hybrid,30,21188
reversed,52500,hybrid,30,17949
almost_sorted,52500,hybrid,30,14522
random,52500,hybrid,50,22680
reversed,52500,hybrid,50,16326
almost_sorted,52500,hybrid,50,14889
random,52600,standard,0,74274
reversed,52600,standard,0,70754
almost_sorted,52600,standard,0,76649
random,52600,hybrid,5,38363
reversed,52600,hybrid,5,31145
almost_sorted,52600,hybrid,5,30596
random,52600,hybrid,10,27019
reversed,52600,hybrid,10,26796
almost_sorted,52600,hybrid,10,21435
random,52600,hybrid,20,22358
reversed,52600,hybrid,20,18712
almost_sorted,52600,hybrid,20,18220
random,52600,hybrid,30,23636
reversed,52600,hybrid,30,17475
almost_sorted,52600,hybrid,30,13454
random,52600,hybrid,50,21059
reversed,52600,hybrid,50,16692
almost_sorted,52600,hybrid,50,21893
random,52700,standard,0,74323
reversed,52700,standard,0,70176
almost_sorted,52700,standard,0,74754
random,52700,hybrid,5,35797
reversed,52700,hybrid,5,30535
almost_sorted,52700,hybrid,5,31628
random,52700,hybrid,10,27677
reversed,52700,hybrid,10,21818
almost_sorted,52700,hybrid,10,21810
random,52700,hybrid,20,33827
reversed,52700,hybrid,20,17375
almost_sorted,52700,hybrid,20,16788
random,52700,hybrid,30,24689
reversed,52700,hybrid,30,16280
almost_sorted,52700,hybrid,30,13564
random,52700,hybrid,50,21100
reversed,52700,hybrid,50,16790
almost_sorted,52700,hybrid,50,14542
random,52800,standard,0,77730
reversed,52800,standard,0,72070
almost_sorted,52800,standard,0,69804
random,52800,hybrid,5,43323
reversed,52800,hybrid,5,36181
almost_sorted,52800,hybrid,5,30745
random,52800,hybrid,10,27094
reversed,52800,hybrid,10,24456
almost_sorted,52800,hybrid,10,21448
random,52800,hybrid,20,22594
reversed,52800,hybrid,20,18241
almost_sorted,52800,hybrid,20,18081
random,52800,hybrid,30,21650
reversed,52800,hybrid,30,16227
almost_sorted,52800,hybrid,30,13323
random,52800,hybrid,50,21146
reversed,52800,hybrid,50,16583
almost_sorted,52800,hybrid,50,13064
random,52900,standard,0,79109
reversed,52900,standard,0,79347
almost_sorted,52900,standard,0,68619
random,52900,hybrid,5,36161
reversed,52900,hybrid,5,30619
almost_sorted,52900,hybrid,5,35295
random,52900,hybrid,10,27172
reversed,52900,hybrid,10,21954
almost_sorted,52900,hybrid,10,22217
random,52900,hybrid,20,24313
reversed,52900,hybrid,20,22129
almost_sorted,52900,hybrid,20,16704
random,52900,hybrid,30,21231
reversed,52900,hybrid,30,16871
almost_sorted,52900,hybrid,30,13808
random,52900,hybrid,50,31422
reversed,52900,hybrid,50,16933
almost_sorted,52900,hybrid,50,14637
random,53000,standard,0,80394
reversed,53000,standard,0,68711
almost_sorted,53000,standard,0,70873
random,53000,hybrid,5,35712
reversed,53000,hybrid,5,34441
almost_sorted,53000,hybrid,5,31557
random,53000,hybrid,10,27580
reversed,53000,hybrid,10,33175
almost_sorted,53000,hybrid,10,23599
random,53000,hybrid,20,23037
reversed,53000,hybrid,20,17106
almost_sorted,53000,hybrid,20,16339
random,53000,hybrid,30,23204
reversed,53000,hybrid,30,16629
almost_sorted,53000,hybrid,30,13706
random,53000,hybrid,50,22005
reversed,53000,hybrid,50,17591
almost_sorted,53000,hybrid,50,13778
random,53100,standard,0,78522
reversed,53100,standard,0,68595
almost_sorted,53100,standard,0,68635
random,53100,hybrid,5,40815
reversed,53100,hybrid,5,33524
almost_sorted,53100,hybrid,5,30631
random,53100,hybrid,10,29827
reversed,53100,hybrid,10,21977
almost_sorted,53100,hybrid,10,24914
random,53100,hybrid,20,22760
reversed,53100,hybrid,20,20987
almost_sorted,53100,hybrid,20,17440
random,53100,hybrid,30,20944
reversed,53100,hybrid,30,17966
almost_sorted,53100,hybrid,30,14047
random,53100,hybrid,50,21164
reversed,53100,hybrid,50,16630
almost_sorted,53100,hybrid,50,13711
random,53200,standard,0,78479
reversed,53200,standard,0,70330
almost_sorted,53200,standard,0,73727
random,53200,hybrid,5,36630
reversed,53200,hybrid,5,39771
almost_sorted,53200,hybrid,5,31663
random,53200,hybrid,10,29022
reversed,53200,hybrid,10,22139
almost_sorted,53200,hybrid,10,25923
random,53200,hybrid,20,23005
reversed,53200,hybrid,20,18618
almost_sorted,53200,hybrid,20,18282
random,53200,hybrid,30,26346
reversed,53200,hybrid,30,16661
almost_sorted,53200,hybrid,30,13914
random,53200,hybrid,50,21591
reversed,53200,hybrid,50,16992
almost_sorted,53200,hybrid,50,13789
random,53300,standard,0,75320
reversed,53300,standard,0,70556
almost_sorted,53300,standard,0,70024
random,53300,hybrid,5,35949
reversed,53300,hybrid,5,30601
almost_sorted,53300,hybrid,5,34962
random,53300,hybrid,10,28796
reversed,53300,hybrid,10,21792
almost_sorted,53300,hybrid,10,21374
random,53300,hybrid,20,22754
reversed,53300,hybrid,20,19729
almost_sorted,53300,hybrid,20,17315
random,53300,hybrid,30,21252
reversed,53300,hybrid,30,16788
almost_sorted,53300,hybrid,30,13245
random,53300,hybrid,50,25924
reversed,53300,hybrid,50,17103
almost_sorted,53300,hybrid,50,13591
random,53400,standard,0,78787
reversed,53400,standard,0,69909
almost_sorted,53400,standard,0,83859
random,53400,hybrid,5,36318
reversed,53400,hybrid,5,30593
almost_sorted,53400,hybrid,5,32382
random,53400,hybrid,10,27663
reversed,53400,hybrid,10,26098
almost_sorted,53400,hybrid,10,23271
random,53400,hybrid,20,22770
reversed,53400,hybrid,20,17171
almost_sorted,53400,hybrid,20,17829
random,53400,hybrid,30,22513
reversed,53400,hybrid,30,17410
almost_sorted,53400,hybrid,30,14286
random,53400,hybrid,50,21128
reversed,53400,hybrid,50,16871
almost_sorted,53400,hybrid,50,18078
random,53500,standard,0,77695
reversed,53500,standard,0,78618
almost_sorted,53500,standard,0,81434
random,53500,hybrid,5,37415
reversed,53500,hybrid,5,34407
almost_sorted,53500,hybrid,5,32341
random,53500,hybrid,10,28063
reversed,53500,hybrid,10,22328
almost_sorted,53500,hybrid,10,26828
random,53500,hybrid,20,23917
reversed,53500,hybrid,20,19039
almost_sorted,53500,hybrid,20,18040
random,53500,hybrid,30,21925
reversed,53500,hybrid,30,17093
almost_sorted,53500,hybrid,30,20597
random,53500,hybrid,50,21164
reversed,53500,hybrid,50,16498
almost_sorted,53500,hybrid,50,13406
random,53600,standard,0,80970
reversed,53600,standard,0,69456
almost_sorted,53600,standard,0,79340
random,53600,hybrid,5,38494
reversed,53600,hybrid,5,30810
almost_sorted,53600,hybrid,5,31009
random,53600,hybrid,10,27520
reversed,53600,hybrid,10,21944
almost_sorted,53600,hybrid,10,22028
random,53600,hybrid,20,26052
reversed,53600,hybrid,20,17284
almost_sorted,53600,hybrid,20,17464
random,53600,hybrid,30,23324
reversed,53600,hybrid,30,17072
almost_sorted,53600,hybrid,30,14131
random,53600,hybrid,50,23232
reversed,53600,hybrid,50,16786
almost_sorted,53600,hybrid,50,13727
random,53700,standard,0,80472
reversed,53700,standard,0,69259
almost_sorted,53700,standard,0,71471
random,53700,hybrid,5,39982
reversed,53700,hybrid,5,32305
almost_sorted,53700,hybrid,5,32904
random,53700,hybrid,10,27926
reversed,53700,hybrid,10,22123
almost_sorted,53700,hybrid,10,21949
random,53700,hybrid,20,22830
reversed,53700,hybrid,20,17512
almost_sorted,53700,hybrid,20,16793
random,53700,hybrid,30,34150
reversed,53700,hybrid,30,17203
almost_sorted,53700,hybrid,30,13957
random,53700,hybrid,50,21556
reversed,53700,hybrid,50,16917
almost_sorted,53700,hybrid,50,14157
random,53800,standard,0,74484
reversed,53800,standard,0,72025
almost_sorted,53800,standard,0,70287
random,53800,hybrid,5,44005
reversed,53800,hybrid,5,30371
almost_sorted,53800,hybrid,5,31808
random,53800,hybrid,10,33930
reversed,53800,hybrid,10,23488
almost_sorted,53800,hybrid,10,22675
random,53800,hybrid,20,22794
reversed,53800,hybrid,20,18594
almost_sorted,53800,hybrid,20,17448
random,53800,hybrid,30,22312
reversed,53800,hybrid,30,16966
almost_sorted,53800,hybrid,30,14892
random,53800,hybrid,50,26341
reversed,53800,hybrid,50,21913
almost_sorted,53800,hybrid,50,14548
random,53900,standard,0,77377
reversed,53900,standard,0,73592
almost_sorted,53900,standard,0,77192
random,53900,hybrid,5,36372
reversed,53900,hybrid,5,33507
almost_sorted,53900,hybrid,5,31406
random,53900,hybrid,10,27878
reversed,53900,hybrid,10,22148
almost_sorted,53900,hybrid,10,25688
random,53900,hybrid,20,23163
reversed,53900,hybrid,20,17273
almost_sorted,53900,hybrid,20,16423
random,53900,hybrid,30,23043
reversed,53900,hybrid,30,17610
almost_sorted,53900,hybrid,30,14059
random,53900,hybrid,50,21949
reversed,53900,hybrid,50,17545
almost_sorted,53900,hybrid,50,14196
random,54000,standard,0,85502
reversed,54000,standard,0,74528
almost_sorted,54000,standard,0,72890
random,54000,hybrid,5,40210
reversed,54000,hybrid,5,30902
almost_sorted,54000,hybrid,5,32114
random,54000,hybrid,10,29327
reversed,54000,hybrid,10,21777
almost_sorted,54000,hybrid,10,22121
random,54000,hybrid,20,23598
reversed,54000,hybrid,20,21028
almost_sorted,54000,hybrid,20,17617
random,54000,hybrid,30,21463
reversed,54000,hybrid,30,16961
almost_sorted,54000,hybrid,30,13908
random,54000,hybrid,50,21345
reversed,54000,hybrid,50,18848
almost_sorted,54000,hybrid,50,14017
random,54100,standard,0,82090
reversed,54100,standard,0,72203
almost_sorted,54100,standard,0,72642
random,54100,hybrid,5,37247
reversed,54100,hybrid,5,34573
almost_sorted,54100,hybrid,5,30866
random,54100,hybrid,10,27500
reversed,54100,hybrid,10,23021
almost_sorted,54100,hybrid,10,22465
random,54100,hybrid,20,25858
reversed,54100,hybrid,20,24178
almost_sorted,54100,hybrid,20,18428
random,54100,hybrid,30,22491
reversed,54100,hybrid,30,17438
almost_sorted,54100,hybrid,30,15142
random,54100,hybrid,50,21354
reversed,54100,hybrid,50,17111
almost_sorted,54100,hybrid,50,13950
random,54200,standard,0,76997
reversed,54200,standard,0,72019
almost_sorted,54200,standard,0,71164
random,54200,hybrid,5,37574
reversed,54200,hybrid,5,31188
almost_sorted,54200,hybrid,5,36731
random,54200,hybrid,10,28271
reversed,54200,hybrid,10,21944
almost_sorted,54200,hybrid,10,21986
random,54200,hybrid,20,23138
reversed,54200,hybrid,20,17589
almost_sorted,54200,hybrid,20,19511
random,54200,hybrid,30,21536
reversed,54200,hybrid,30,17817
almost_sorted,54200,hybrid,30,14069
random,54200,hybrid,50,26913
reversed,54200,hybrid,50,16985
