array_type,size,algorithm,threshold,time_ms
almost_sorted,71900,hybrid,10,26923
random,71900,hybrid,20,30376
reversed,71900,hybrid,20,23352
almost_sorted,71900,hybrid,20,30887
random,71900,hybrid,30,29687
reversed,71900,hybrid,30,22331
almost_sorted,71900,hybrid,30,21771
random,71900,hybrid,50,32302
reversed,71900,hybrid,50,24375
almost_sorted,71900,hybrid,50,17920
random,72000,standard,0,106988
reversed,72000,standard,0,99045
almost_sorted,72000,standard,0,99242
random,72000,hybrid,5,44766
reversed,72000,hybrid,5,35402
almost_sorted,72000,hybrid,5,35661
random,72000,hybrid,10,37747
reversed,72000,hybrid,10,29670
almost_sorted,72000,hybrid,10,26499
random,72000,hybrid,20,29924
reversed,72000,hybrid,20,22967
almost_sorted,72000,hybrid,20,21321
random,72000,hybrid,30,31046
reversed,72000,hybrid,30,22943
almost_sorted,72000,hybrid,30,23277
random,72000,hybrid,50,37563
reversed,72000,hybrid,50,24960
almost_sorted,72000,hybrid,50,18267
random,72100,standard,0,106764
reversed,72100,standard,0,107381
almost_sorted,72100,standard,0,95642
random,72100,hybrid,5,46578
reversed,72100,hybrid,5,36015
almost_sorted,72100,hybrid,5,35809
random,72100,hybrid,10,37456
reversed,72100,hybrid,10,26870
almost_sorted,72100,hybrid,10,26718
random,72100,hybrid,20,32131
reversed,72100,hybrid,20,37718
almost_sorted,72100,hybrid,20,21684
random,72100,hybrid,30,30248
reversed,72100,hybrid,30,23289
almost_sorted,72100,hybrid,30,20846
random,72100,hybrid,50,29637
reversed,72100,hybrid,50,24927
almost_sorted,72100,hybrid,50,18333
random,72200,standard,0,106391
reversed,72200,standard,0,95787
almost_sorted,72200,standard,0,96817
random,72200,hybrid,5,45505
reversed,72200,hybrid,5,36168
almost_sorted,72200,hybrid,5,39608
random,72200,hybrid,10,35417
reversed,72200,hybrid,10,27271
almost_sorted,72200,hybrid,10,26404
random,72200,hybrid,20,31729
reversed,72200,hybrid,20,24804
almost_sorted,72200,hybrid,20,21306
random,72200,hybrid,30,34982
reversed,72200,hybrid,30,22838
almost_sorted,72200,hybrid,30,20806
random,72200,hybrid,50,31099
reversed,72200,hybrid,50,30456
almost_sorted,72200,hybrid,50,18025
random,72300,standard,0,109677
reversed,72300,standard,0,101610
almost_sorted,72300,standard,0,99223
random,72300,hybrid,5,45995
reversed,72300,hybrid,5,35307
almost_sorted,72300,hybrid,5,39172
random,72300,hybrid,10,34226
reversed,72300,hybrid,10,26733
almost_sorted,72300,hybrid,10,28829
random,72300,hybrid,20,31824
reversed,72300,hybrid,20,23074
almost_sorted,72300,hybrid,20,21508
random,72300,hybrid,30,31206
reversed,72300,hybrid,30,23264
almost_sorted,72300,hybrid,30,21697
random,72300,hybrid,50,35140
reversed,72300,hybrid,50,24718
almost_sorted,72300,hybrid,50,19597
random,72400,standard,0,104512
reversed,72400,standard,0,99365
almost_sorted,72400,standard,0,103398
random,72400,hybrid,5,46070
reversed,72400,hybrid,5,43977
almost_sorted,72400,hybrid,5,38181
random,72400,hybrid,10,34496
reversed,72400,hybrid,10,29287
almost_sorted,72400,hybrid,10,26827
random,72400,hybrid,20,30353
reversed,72400,hybrid,20,27136
almost_sorted,72400,hybrid,20,21274
random,72400,hybrid,30,30408
reversed,72400,hybrid,30,25085
almost_sorted,72400,hybrid,30,21849
random,72400,hybrid,50,30057
reversed,72400,hybrid,50,25237
almost_sorted,72400,hybrid,50,17666
random,72500,standard,0,114311
reversed,72500,standard,0,93866
almost_sorted,72500,standard,0,102111
random,72500,hybrid,5,45198
reversed,72500,hybrid,5,36069
almost_sorted,72500,hybrid,5,40915
random,72500,hybrid,10,36979
reversed,72500,hybrid,10,27342
almost_sorted,72500,hybrid,10,26961
random,72500,hybrid,20,32301
reversed,72500,hybrid,20,24195
almost_sorted,72500,hybrid,20,21947
random,72500,hybrid,30,32507
reversed,72500,hybrid,30,25626
almost_sorted,72500,hybrid,30,21258
random,72500,hybrid,50,30081
reversed,72500,hybrid,50,26637
almost_sorted,72500,hybrid,50,18500
random,72600,standard,0,115158
reversed,72600,standard,0,97366
almost_sorted,72600,standard,0,98983
random,72600,hybrid,5,44171
reversed,72600,hybrid,5,36310
almost_sorted,72600,hybrid,5,36347
random,72600,hybrid,10,35262
reversed,72600,hybrid,10,38329
almost_sorted,72600,hybrid,10,26725
random,72600,hybrid,20,30340
reversed,72600,hybrid,20,23092
almost_sorted,72600,hybrid,20,23492
random,72600,hybrid,30,30514
reversed,72600,hybrid,30,22775
almost_sorted,72600,hybrid,30,20865
random,72600,hybrid,50,34602
reversed,72600,hybrid,50,26873
almost_sorted,72600,hybrid,50,17862
random,72700,standard,0,110545
reversed,72700,standard,0,104074
almost_sorted,72700,standard,0,94499
random,72700,hybrid,5,46394
reversed,72700,hybrid,5,39609
almost_sorted,72700,hybrid,5,38157
random,72700,hybrid,10,35950
reversed,72700,hybrid,10,29757
almost_sorted,72700,hybrid,10,27110
random,72700,hybrid,20,43509
reversed,72700,hybrid,20,24033
almost_sorted,72700,hybrid,20,21499
random,72700,hybrid,30,30481
reversed,72700,hybrid,30,23579
almost_sorted,72700,hybrid,30,24973
random,72700,hybrid,50,30097
reversed,72700,hybrid,50,25893
almost_sorted,72700,hybrid,50,17601
random,72800,standard,0,107403
reversed,72800,standard,0,97972
almost_sorted,72800,standard,0,96919
random,72800,hybrid,5,44547
reversed,72800,hybrid,5,37719
almost_sorted,72800,hybrid,5,46500
random,72800,hybrid,10,34839
reversed,72800,hybrid,10,27721
almost_sorted,72800,hybrid,10,27844
random,72800,hybrid,20,30412
reversed,72800,hybrid,20,23228
almost_sorted,72800,hybrid,20,21234
random,72800,hybrid,30,32487
reversed,72800,hybrid,30,25949
almost_sorted,72800,hybrid,30,21170
random,72800,hybrid,50,29686
reversed,72800,hybrid,50,26630
almost_sorted,72800,hybrid,50,18206
random,72900,standard,0,106988
reversed,72900,standard,0,97002
almost_sorted,72900,standard,0,97986
random,72900,hybrid,5,44115
reversed,72900,hybrid,5,36531
almost_sorted,72900,hybrid,5,37704
random,72900,hybrid,10,36146
reversed,72900,hybrid,10,26474
almost_sorted,72900,hybrid,10,33130
random,72900,hybrid,20,32284
reversed,72900,hybrid,20,23197
almost_sorted,72900,hybrid,20,21509
random,72900,hybrid,30,32293
reversed,72900,hybrid,30,23370
almost_sorted,72900,hybrid,30,21352
random,72900,hybrid,50,38958
reversed,72900,hybrid,50,24958
almost_sorted,72900,hybrid,50,17787
random,73000,standard,0,107768
reversed,73000,standard,0,102523
almost_sorted,73000,standard,0,96763
random,73000,hybrid,5,45922
reversed,73000,hybrid,5,40412
almost_sorted,73000,hybrid,5,36141
random,73000,hybrid,10,36679
reversed,73000,hybrid,10,27014
almost_sorted,73000,hybrid,10,26702
random,73000,hybrid,20,30814
reversed,73000,hybrid,20,33079
almost_sorted,73000,hybrid,20,21467
random,73000,hybrid,30,30437
reversed,73000,hybrid,30,23225
almost_sorted,73000,hybrid,30,21965
random,73000,hybrid,50,30209
reversed,73000,hybrid,50,25025
almost_sorted,73000,hybrid,50,17971
random,73100,standard,0,109029
reversed,73100,standard,0,97281
almost_sorted,73100,standard,0,95696
random,73100,hybrid,5,44451
reversed,73100,hybrid,5,37668
almost_sorted,73100,hybrid,5,36097
random,73100,hybrid,10,38684
reversed,73100,hybrid,10,27128
almost_sorted,73100,hybrid,10,26658
random,73100,hybrid,20,30506
reversed,73100,hybrid,20,22880
almost_sorted,73100,hybrid,20,21216
random,73100,hybrid,30,30681
reversed,73100,hybrid,30,25084
almost_sorted,73100,hybrid,30,23983
random,73100,hybrid,50,31284
reversed,73100,hybrid,50,25005
almost_sorted,73100,hybrid,50,18307
random,73200,standard,0,103013
reversed,73200,standard,0,99682
almost_sorted,73200,standard,0,95893
random,73200,hybrid,5,45455
reversed,73200,hybrid,5,35635
almost_sorted,73200,hybrid,5,38995
random,73200,hybrid,10,35385
reversed,73200,hybrid,10,28964
almost_sorted,73200,hybrid,10,28390
random,73200,hybrid,20,32829
reversed,73200,hybrid,20,24386
almost_sorted,73200,hybrid,20,21467
random,73200,hybrid,30,30877
reversed,73200,hybrid,30,33034
almost_sorted,73200,hybrid,30,22424
random,73200,hybrid,50,29804
reversed,73200,hybrid,50,29115
almost_sorted,73200,hybrid,50,18591
random,73300,standard,0,103298
reversed,73300,standard,0,107354
almost_sorted,73300,standard,0,97922
random,73300,hybrid,5,45189
reversed,73300,hybrid,5,35720
almost_sorted,73300,hybrid,5,39630
random,73300,hybrid,10,35015
reversed,73300,hybrid,10,27301
almost_sorted,73300,hybrid,10,30079
random,73300,hybrid,20,34248
reversed,73300,hybrid,20,23345
almost_sorted,73300,hybrid,20,26601
random,73300,hybrid,30,33112
reversed,73300,hybrid,30,22677
almost_sorted,73300,hybrid,30,21436
random,73300,hybrid,50,31328
reversed,73300,hybrid,50,25894
almost_sorted,73300,hybrid,50,18201
random,73400,standard,0,113152
reversed,73400,standard,0,97960
almost_sorted,73400,standard,0,96439
random,73400,hybrid,5,43695
reversed,73400,hybrid,5,36382
almost_sorted,73400,hybrid,5,36433
random,73400,hybrid,10,44838
reversed,73400,hybrid,10,28463
almost_sorted,73400,hybrid,10,27248
random,73400,hybrid,20,32738
reversed,73400,hybrid,20,23210
almost_sorted,73400,hybrid,20,22141
random,73400,hybrid,30,30604
reversed,73400,hybrid,30,23137
almost_sorted,73400,hybrid,30,25422
random,73400,hybrid,50,30788
reversed,73400,hybrid,50,25322
almost_sorted,73400,hybrid,50,18767
random,73500,standard,0,110858
reversed,73500,standard,0,103016
almost_sorted,73500,standard,0,98341
random,73500,hybrid,5,49393
reversed,73500,hybrid,5,39841
almost_sorted,73500,hybrid,5,36498
random,73500,hybrid,10,36238
reversed,73500,hybrid,10,27280
almost_sorted,73500,hybrid,10,33904
random,73500,hybrid,20,33249
reversed,73500,hybrid,20,23687
almost_sorted,73500,hybrid,20,21700
random,73500,hybrid,30,31045
reversed,73500,hybrid,30,22741
almost_sorted,73500,hybrid,30,21128
random,73500,hybrid,50,30258
reversed,73500,hybrid,50,29068
almost_sorted,73500,hybrid,50,18123
random,73600,standard,0,106207
reversed,73600,standard,0,103773
almost_sorted,73600,standard,0,98162
random,73600,hybrid,5,44185
reversed,73600,hybrid,5,47556
almost_sorted,73600,hybrid,5,36720
random,73600,hybrid,10,39278
reversed,73600,hybrid,10,29907
almost_sorted,73600,hybrid,10,27662
random,73600,hybrid,20,34618
reversed,73600,hybrid,20,24759
almost_sorted,73600,hybrid,20,28251
random,73600,hybrid,30,30796
reversed,73600,hybrid,30,23219
almost_sorted,73600,hybrid,30,27004
random,73600,hybrid,50,31686
reversed,73600,hybrid,50,25006
almost_sorted,73600,hybrid,50,17555
random,73700,standard,0,108903
reversed,73700,standard,0,97357
almost_sorted,73700,standard,0,104098
random,73700,hybrid,5,45429
reversed,73700,hybrid,5,36184
almost_sorted,73700,hybrid,5,36042
random,73700,hybrid,10,41001
reversed,73700,hybrid,10,26983
almost_sorted,73700,hybrid,10,28022
random,73700,hybrid,20,33503
reversed,73700,hybrid,20,24050
almost_sorted,73700,hybrid,20,21240
random,73700,hybrid,30,30943
reversed,73700,hybrid,30,32024
almost_sorted,73700,hybrid,30,21860
random,73700,hybrid,50,30330
reversed,73700,hybrid,50,25123
almost_sorted,73700,hybrid,50,17972
random,73800,standard,0,112801
reversed,73800,standard,0,97113
almost_sorted,73800,standard,0,100856
random,73800,hybrid,5,44034
reversed,73800,hybrid,5,36028
almost_sorted,73800,hybrid,5,36173
random,73800,hybrid,10,34903
reversed,73800,hybrid,10,26983
almost_sorted,73800,hybrid,10,30416
random,73800,hybrid,20,31807
reversed,73800,hybrid,20,23302
almost_sorted,73800,hybrid,20,21564
random,73800,hybrid,30,36597
reversed,73800,hybrid,30,27395
almost_sorted,73800,hybrid,30,21314
random,73800,hybrid,50,33473
reversed,73800,hybrid,50,25501
almost_sorted,73800,hybrid,50,19336
random,73900,standard,0,108139
reversed,73900,standard,0,99171
almost_sorted,73900,standard,0,103568
random,73900,hybrid,5,49220
reversed,73900,hybrid,5,40732
almost_sorted,73900,hybrid,5,36042
random,73900,hybrid,10,35591
reversed,73900,hybrid,10,26932
almost_sorted,73900,hybrid,10,27188
random,73900,hybrid,20,30879
reversed,73900,hybrid,20,26358
almost_sorted,73900,hybrid,20,21683
random,73900,hybrid,30,32635
reversed,73900,hybrid,30,24096
almost_sorted,73900,hybrid,30,21986
random,73900,hybrid,50,30318
reversed,73900,hybrid,50,25666
almost_sorted,73900,hybrid,50,18603
random,74000,standard,0,106816
reversed,74000,standard,0,100299
almost_sorted,74000,standard,0,98708
random,74000,hybrid,5,46726
reversed,74000,hybrid,5,36320
almost_sorted,74000,hybrid,5,38551
random,74000,hybrid,10,35597
reversed,74000,hybrid,10,27151
almost_sorted,74000,hybrid,10,26811
random,74000,hybrid,20,30866
reversed,74000,hybrid,20,24929
almost_sorted,74000,hybrid,20,22936
random,74000,hybrid,30,34196
reversed,74000,hybrid,30,23017
almost_sorted,74000,hybrid,30,21648
random,74000,hybrid,50,32634
reversed,74000,hybrid,50,27615
almost_sorted,74000,hybrid,50,18089
random,74100,standard,0,115780
reversed,74100,standard,0,98585
almost_sorted,74100,standard,0,100252
random,74100,hybrid,5,44337
reversed,74100,hybrid,5,36071
almost_sorted,74100,hybrid,5,38005
random,74100,hybrid,10,37242
reversed,74100,hybrid,10,29655
almost_sorted,74100,hybrid,10,28967
random,74100,hybrid,20,32424
reversed,74100,hybrid,20,24118
almost_sorted,74100,hybrid,20,21912
random,74100,hybrid,30,31970
reversed,74100,hybrid,30,23335
almost_sorted,74100,hybrid,30,21310
random,74100,hybrid,50,41355
reversed,74100,hybrid,50,27758
almost_sorted,74100,hybrid,50,18427
random,74200,standard,0,111320
reversed,74200,standard,0,102621
almost_sorted,74200,standard,0,96200
random,74200,hybrid,5,45031
reversed,74200,hybrid,5,38555
almost_sorted,74200,hybrid,5,36816
random,74200,hybrid,10,36166
reversed,74200,hybrid,10,29771
almost_sorted,74200,hybrid,10,27746
random,74200,hybrid,20,31476
reversed,74200,hybrid,20,33514
almost_sorted,74200,hybrid,20,22328
random,74200,hybrid,30,31070
reversed,74200,hybrid,30,24456
almost_sorted,74200,hybrid,30,23326
random,74200,hybrid,50,30706
reversed,74200,hybrid,50,27617
almost_sorted,74200,hybrid,50,22988
random,74300,standard,0,105894
reversed,74300,standard,0,108229
almost_sorted,74300,standard,0,99048
random,74300,hybrid,5,48308
reversed,74300,hybrid,5,37599
almost_sorted,74300,hybrid,5,41902
random,74300,hybrid,10,35380
reversed,74300,hybrid,10,29052
almost_sorted,74300,hybrid,10,27241
random,74300,hybrid,20,31098
reversed,74300,hybrid,20,23788
almost_sorted,74300,hybrid,20,21631
random,74300,hybrid,30,34461
reversed,74300,hybrid,30,23581
almost_sorted,74300,hybrid,30,21998
random,74300,hybrid,50,30373
reversed,74300,hybrid,50,27123
almost_sorted,74300,hybrid,50,18766
random,74400,standard,0,111461
reversed,74400,standard,0,99422
almost_sorted,74400,standard,0,105613
random,74400,hybrid,5,43884
reversed,74400,hybrid,5,36948
almost_sorted,74400,hybrid,5,40047
random,74400,hybrid,10,35622
reversed,74400,hybrid,10,35401
almost_sorted,74400,hybrid,10,26954
random,74400,hybrid,20,30968
reversed,74400,hybrid,20,23999
almost_sorted,74400,hybrid,20,23283
random,74400,hybrid,30,31132
reversed,74400,hybrid,30,23628
almost_sorted,74400,hybrid,30,21557
random,74400,hybrid,50,33827
reversed,74400,hybrid,50,26152
almost_sorted,74400,hybrid,50,17928
random,74500,standard,0,109015
reversed,74500,standard,0,108118
almost_sorted,74500,standard,0,104538
random,74500,hybrid,5,53697
reversed,74500,hybrid,5,37507
almost_sorted,74500,hybrid,5,36399
random,74500,hybrid,10,35744
reversed,74500,hybrid,10,27743
almost_sorted,74500,hybrid,10,27249
random,74500,hybrid,20,39758
reversed,74500,hybrid,20,23986
almost_sorted,74500,hybrid,20,21999
random,74500,hybrid,30,31372
reversed,74500,hybrid,30,25707
almost_sorted,74500,hybrid,30,21493
random,74500,hybrid,50,31416
reversed,74500,hybrid,50,27989
almost_sorted,74500,hybrid,50,20745
random,74600,standard,0,106093
reversed,74600,standard,0,106276
almost_sorted,74600,standard,0,98915
random,74600,hybrid,5,45498
reversed,74600,hybrid,5,36919
almost_sorted,74600,hybrid,5,40989
random,74600,hybrid,10,35937
reversed,74600,hybrid,10,27888
almost_sorted,74600,hybrid,10,30117
random,74600,hybrid,20,31401
reversed,74600,hybrid,20,23483
almost_sorted,74600,hybrid,20,24265
random,74600,hybrid,30,40414
reversed,74600,hybrid,30,25271
almost_sorted,74600,hybrid,30,21637
random,74600,hybrid,50,30569
reversed,74600,hybrid,50,31454
almost_sorted,74600,hybrid,50,19365
random,74700,standard,0,110493
reversed,74700,standard,0,98226
almost_sorted,74700,standard,0,100790
random,74700,hybrid,5,45276
reversed,74700,hybrid,5,37306
almost_sorted,74700,hybrid,5,36929
random,74700,hybrid,10,42906
reversed,74700,hybrid,10,27386
almost_sorted,74700,hybrid,10,26993
random,74700,hybrid,20,30917
reversed,74700,hybrid,20,25116
almost_sorted,74700,hybrid,20,21777
random,74700,hybrid,30,31260
reversed,74700,hybrid,30,25879
almost_sorted,74700,hybrid,30,23850
random,74700,hybrid,50,30876
reversed,74700,hybrid,50,26253
almost_sorted,74700,hybrid,50,18271
random,74800,standard,0,122428
reversed,74800,standard,0,98185
almost_sorted,74800,standard,0,104859
random,74800,hybrid,5,46626
reversed,74800,hybrid,5,37022
almost_sorted,74800,hybrid,5,38031
random,74800,hybrid,10,41784
reversed,74800,hybrid,10,29311
almost_sorted,74800,hybrid,10,36383
random,74800,hybrid,20,31291
reversed,74800,hybrid,20,23810
almost_sorted,74800,hybrid,20,22231
random,74800,hybrid,30,31672
reversed,74800,hybrid,30,23703
almost_sorted,74800,hybrid,30,22171
random,74800,hybrid,50,34334
reversed,74800,hybrid,50,26747
almost_sorted,74800,hybrid,50,19888
random,74900,standard,0,112460
reversed,74900,standard,0,108195
almost_sorted,74900,standard,0,100551
random,74900,hybrid,5,48484
reversed,74900,hybrid,5,36541
almost_sorted,74900,hybrid,5,36725
random,74900,hybrid,10,37355
reversed,74900,hybrid,10,29435
almost_sorted,74900,hybrid,10,27665
random,74900,hybrid,20,37411
reversed,74900,hybrid,20,23520
almost_sorted,74900,hybrid,20,23290
random,74900,hybrid,30,32673
reversed,74900,hybrid,30,23643
almost_sorted,74900,hybrid,30,22795
random,74900,hybrid,50,31404
reversed,74900,hybrid,50,31234
almost_sorted,74900,hybrid,50,18459
random,75000,standard,0,107540
reversed,75000,standard,0,110178
almost_sorted,75000,standard,0,99936
random,75000,hybrid,5,44418
reversed,75000,hybrid,5,41909
almost_sorted,75000,hybrid,5,36104
random,75000,hybrid,10,35773
reversed,75000,hybrid,10,28792
almost_sorted,75000,hybrid,10,27428
random,75000,hybrid,20,32200
reversed,75000,hybrid,20,23892
almost_sorted,75000,hybrid,20,25978
random,75000,hybrid,30,32506
reversed,75000,hybrid,30,23882
almost_sorted,75000,hybrid,30,21939
random,75000,hybrid,50,34835
reversed,75000,hybrid,50,26881
almost_sorted,75000,hybrid,50,18944
random,75100,standard,0,116870
reversed,75100,standard,0,115158
almost_sorted,75100,standard,0,99719
random,75100,hybrid,5,45124
reversed,75100,hybrid,5,36321
almost_sorted,75100,hybrid,5,40104
random,75100,hybrid,10,35627
reversed,75100,hybrid,10,27742
almost_sorted,75100,hybrid,10,30619
random,75100,hybrid,20,32010
reversed,75100,hybrid,20,23993
almost_sorted,75100,hybrid,20,22093
random,75100,hybrid,30,44358
reversed,75100,hybrid,30,23956
almost_sorted,75100,hybrid,30,24951
random,75100,hybrid,50,30901
reversed,75100,hybrid,50,26511
almost_sorted,75100,hybrid,50,19349
random,75200,standard,0,110063
reversed,75200,standard,0,100905
almost_sorted,75200,standard,0,99136
random,75200,hybrid,5,44019
reversed,75200,hybrid,5,39471
almost_sorted,75200,hybrid,5,36432
random,75200,hybrid,10,35659
reversed,75200,hybrid,10,30891
almost_sorted,75200,hybrid,10,27964
random,75200,hybrid,20,31469
reversed,75200,hybrid,20,24415
almost_sorted,75200,hybrid,20,22104
random,75200,hybrid,30,31559
reversed,75200,hybrid,30,23917
almost_sorted,75200,hybrid,30,25381
random,75200,hybrid,50,31033
reversed,75200,hybrid,50,27284
almost_sorted,75200,hybrid,50,18238
random,75300,standard,0,110436
reversed,75300,standard,0,110485
almost_sorted,75300,standard,0,100641
random,75300,hybrid,5,49024
reversed,75300,hybrid,5,37674
almost_sorted,75300,hybrid,5,38630
random,75300,hybrid,10,38829
reversed,75300,hybrid,10,28745
almost_sorted,75300,hybrid,10,27577
random,75300,hybrid,20,46807
reversed,75300,hybrid,20,24210
almost_sorted,75300,hybrid,20,22834
random,75300,hybrid,30,32208
reversed,75300,hybrid,30,25953
almost_sorted,75300,hybrid,30,22166
random,75300,hybrid,50,32775
reversed,75300,hybrid,50,29829
almost_sorted,75300,hybrid,50,19042
random,75400,standard,0,106668
reversed,75400,standard,0,106753
almost_sorted,75400,standard,0,98823
random,75400,hybrid,5,46799
reversed,75400,hybrid,5,36633
almost_sorted,75400,hybrid,5,42348
random,75400,hybrid,10,37115
reversed,75400,hybrid,10,28160
almost_sorted,75400,hybrid,10,27752
random,75400,hybrid,20,33216
reversed,75400,hybrid,20,23639
almost_sorted,75400,hybrid,20,22389
random,75400,hybrid,30,34161
reversed,75400,hybrid,30,23867
almost_sorted,75400,hybrid,30,24372
random,75400,hybrid,50,31237
reversed,75400,hybrid,50,26238
almost_sorted,75400,hybrid,50,20476
random,75500,standard,0,117358
reversed,75500,standard,0,102397
almost_sorted,75500,standard,0,112909
random,75500,hybrid,5,44644
reversed,75500,hybrid,5,40407
almost_sorted,75500,hybrid,5,39016
random,75500,hybrid,10,38353
reversed,75500,hybrid,10,28643
almost_sorted,75500,hybrid,10,27816
random,75500,hybrid,20,33017
reversed,75500,hybrid,20,24036
almost_sorted,75500,hybrid,20,21955
random,75500,hybrid,30,39239
reversed,75500,hybrid,30,25934
almost_sorted,75500,hybrid,30,23880
random,75500,hybrid,50,31225
reversed,75500,hybrid,50,26029
almost_sorted,75500,hybrid,50,20227
random,75600,standard,0,110332
reversed,75600,standard,0,103068
almost_sorted,75600,standard,0,116404
random,75600,hybrid,5,44857
reversed,75600,hybrid,5,38785
almost_sorted,75600,hybrid,5,38100
random,75600,hybrid,10,38023
reversed,75600,hybrid,10,29860
almost_sorted,75600,hybrid,10,29069
random,75600,hybrid,20,32435
reversed,75600,hybrid,20,24399
almost_sorted,75600,hybrid,20,22496
random,75600,hybrid,30,32048
reversed,75600,hybrid,30,24158
almost_sorted,75600,hybrid,30,33357
random,75600,hybrid,50,31434
reversed,75600,hybrid,50,28101
almost_sorted,75600,hybrid,50,18846
random,75700,standard,0,107897
reversed,75700,standard,0,103824
almost_sorted,75700,standard,0,101637
random,75700,hybrid,5,49930
reversed,75700,hybrid,5,36777
almost_sorted,75700,hybrid,5,43190
random,75700,hybrid,10,35717
reversed,75700,hybrid,10,27701
almost_sorted,75700,hybrid,10,30024
random,75700,hybrid,20,31644
reversed,75700,hybrid,20,24128
almost_sorted,75700,hybrid,20,21858
random,75700,hybrid,30,31286
reversed,75700,hybrid,30,27350
almost_sorted,75700,hybrid,30,22147
random,75700,hybrid,50,32851
reversed,75700,hybrid,50,26063
almost_sorted,75700,hybrid,50,19909
random,75800,standard,0,106978
reversed,75800,standard,0,100296
almost_sorted,75800,standard,0,99070
random,75800,hybrid,5,46200
reversed,75800,hybrid,5,38657
almost_sorted,75800,hybrid,5,36800
random,75800,hybrid,10,37018
reversed,75800,hybrid,10,27895
almost_sorted,75800,hybrid,10,27727
random,75800,hybrid,20,31485
reversed,75800,hybrid,20,25084
almost_sorted,75800,hybrid,20,23489
random,75800,hybrid,30,35267
reversed,75800,hybrid,30,24869
almost_sorted,75800,hybrid,30,22652
random,75800,hybrid,50,35843
reversed,75800,hybrid,50,28184
almost_sorted,75800,hybrid,50,24971
random,75900,standard,0,108417
reversed,75900,standard,0,104318
almost_sorted,75900,standard,0,101771
random,75900,hybrid,5,46045
reversed,75900,hybrid,5,40176
almost_sorted,75900,hybrid,5,40236
random,75900,hybrid,10,36693
reversed,75900,hybrid,10,28924
almost_sorted,75900,hybrid,10,27776
random,75900,hybrid,20,31606
reversed,75900,hybrid,20,24005
almost_sorted,75900,hybrid,20,23286
random,75900,hybrid,30,31727
reversed,75900,hybrid,30,24095
almost_sorted,75900,hybrid,30,22860
random,75900,hybrid,50,34806
reversed,75900,hybrid,50,30911
almost_sorted,75900,hybrid,50,18611
random,76000,standard,0,119876
reversed,76000,standard,0,100339
almost_sorted,76000,standard,0,102913
random,76000,hybrid,5,45555
reversed,76000,hybrid,5,36553
almost_sorted,76000,hybrid,5,36954
random,76000,hybrid,10,37139
reversed,76000,hybrid,10,30972
almost_sorted,76000,hybrid,10,27871
random,76000,hybrid,20,33907
reversed,76000,hybrid,20,24005
almost_sorted,76000,hybrid,20,21993
random,76000,hybrid,30,35660
reversed,76000,hybrid,30,25319
almost_sorted,76000,hybrid,30,21960
random,76000,hybrid,50,32627
reversed,76000,hybrid,50,26835
almost_sorted,76000,hybrid,50,18591
random,76100,standard,0,111030
reversed,76100,standard,0,101059
almost_sorted,76100,standard,0,102502
random,76100,hybrid,5,44888
reversed,76100,hybrid,5,36850
almost_sorted,76100,hybrid,5,36975
random,76100,hybrid,10,35856
reversed,76100,hybrid,10,33129
almost_sorted,76100,hybrid,10,28840
random,76100,hybrid,20,31737
reversed,76100,hybrid,20,23546
almost_sorted,76100,hybrid,20,21755
random,76100,hybrid,30,31516
reversed,76100,hybrid,30,23758
almost_sorted,76100,hybrid,30,21985
random,76100,hybrid,50,37876
reversed,76100,hybrid,50,30353
almost_sorted,76100,hybrid,50,20210
random,76200,standard,0,114982
reversed,76200,standard,0,104398
almost_sorted,76200,standard,0,100909
random,76200,hybrid,5,50993
reversed,76200,hybrid,5,38308
almost_sorted,76200,hybrid,5,40558
random,76200,hybrid,10,35972
reversed,76200,hybrid,10,29733
almost_sorted,76200,hybrid,10,35996
random,76200,hybrid,20,33575
reversed,76200,hybrid,20,24451
almost_sorted,76200,hybrid,20,22350
random,76200,hybrid,30,31990
reversed,76200,hybrid,30,23708
almost_sorted,76200,hybrid,30,23191
random,76200,hybrid,50,32483
reversed,76200,hybrid,50,27785
almost_sorted,76200,hybrid,50,20175
random,76300,standard,0,110506
reversed,76300,standard,0,108728
almost_sorted,76300,standard,0,102674
random,76300,hybrid,5,45073
reversed,76300,hybrid,5,40528
almost_sorted,76300,hybrid,5,37149
random,76300,hybrid,10,35887
reversed,76300,hybrid,10,27800
almost_sorted,76300,hybrid,10,27626
random,76300,hybrid,20,33194
reversed,76300,hybrid,20,26775
almost_sorted,76300,hybrid,20,22563
random,76300,hybrid,30,31967
reversed,76300,hybrid,30,24600
almost_sorted,76300,hybrid,30,24294
random,76300,hybrid,50,33209
reversed,76300,hybrid,50,28610
almost_sorted,76300,hybrid,50,22248
random,76400,standard,0,108892
reversed,76400,standard,0,101124
almost_sorted,76400,standard,0,99736
random,76400,hybrid,5,47082
reversed,76400,hybrid,5,37532
almost_sorted,76400,hybrid,5,40678
random,76400,hybrid,10,36018
reversed,76400,hybrid,10,28061
almost_sorted,76400,hybrid,10,31862
random,76400,hybrid,20,32351
reversed,76400,hybrid,20,24104
almost_sorted,76400,hybrid,20,25536
random,76400,hybrid,30,33333
reversed,76400,hybrid,30,24755
almost_sorted,76400,hybrid,30,22747
random,76400,hybrid,50,33338
reversed,76400,hybrid,50,26852
almost_sorted,76400,hybrid,50,19009
random,76500,standard,0,112526
reversed,76500,standard,0,108304
